algorithm,source,family,representation,condition,q,k,seed,status,target_count,successes,evidence_level
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,24,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,32,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV-L,bgv,KNOWNLENGTH,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG-L,cgge,KNOWNLENGTH,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV-L,bgv,KNOWNLENGTH,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P-L,tokens,KNOWNLENGTH,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R-L,tokens,KNOWNLENGTH,64,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-BGV,bgv,HASHONLY,128,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,G-P-CG,cgge,HASHONLY,128,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,G-R-BGV,bgv,HASHONLY,128,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,100,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,1,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,10,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,printable,D-P,tokens,HASHONLY,128,100,2,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,128,1,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,128,10,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,128,100,0,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,128,1,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
md5,random_bytes,D-R,tokens,HASHONLY,128,10,1,BLOCKED_SPECIFICATION,,,NOT_EVALUATED
